Country,Date,Vaccine,Total Vaccinations
Switzerland,2021-06,Johnson&Johnson,337
Switzerland,2021-06,Moderna,116126350
Switzerland,2021-06,Pfizer/BioNTech,76383564
Switzerland,2021-07,Johnson&Johnson,372
Switzerland,2021-07,Moderna,170357549
Switzerland,2021-07,Pfizer/BioNTech,90671189
Switzerland,2021-08,Johnson&Johnson,396
Switzerland,2021-08,Moderna,191547231
Switzerland,2021-08,Pfizer/BioNTech,97795660
Switzerland,2021-09,Johnson&Johnson,433
Switzerland,2021-09,Moderna,199192168
Switzerland,2021-09,Pfizer/BioNTech,102875672
Switzerland,2021-10,Johnson&Johnson,296655
Switzerland,2021-10,Moderna,219845680
Switzerland,2021-10,Pfizer/BioNTech,115585039
Switzerland,2021-11,Johnson&Johnson,934236
Switzerland,2021-11,Moderna,222753570
Switzerland,2021-11,Pfizer/BioNTech,119455759
Switzerland,2021-12,Johnson&Johnson,1492596
Switzerland,2021-12,Moderna,255346664
Switzerland,2021-12,Pfizer/BioNTech,144979747
Switzerland,2022-01,Johnson&Johnson,1754657
Switzerland,2022-01,Moderna,287575217
Switzerland,2022-01,Pfizer/BioNTech,166554866
Switzerland,2022-02,Johnson&Johnson,1654924
Switzerland,2022-02,Moderna,271525472
Switzerland,2022-02,Pfizer/BioNTech,160011752
Switzerland,2022-03,Johnson&Johnson,1674173
Switzerland,2022-03,Moderna,272966647
Switzerland,2022-03,Pfizer/BioNTech,161899469
Ukraine,2021-02,Oxford/AstraZeneca,10830
Ukraine,2021-03,Oxford/AstraZeneca,2848458
Ukraine,2021-04,Oxford/AstraZeneca,12546269
Ukraine,2021-04,Sinovac,425187
Ukraine,2021-04,Pfizer/BioNTech,296270
Ukraine,2021-05,Oxford/AstraZeneca,24305731
Ukraine,2021-05,Pfizer/BioNTech,2315706
Ukraine,2021-05,Sinovac,3165436
Ukraine,2021-05,Johnson&Johnson,2225
Ukraine,2021-06,Johnson&Johnson,11202
Ukraine,2021-06,Oxford/AstraZeneca,29951285
Ukraine,2021-06,Pfizer/BioNTech,12459831
Ukraine,2021-06,Sinovac,14115952
Ukraine,2021-07,Johnson&Johnson,13838
Ukraine,2021-07,Oxford/AstraZeneca,42306697
Ukraine,2021-07,Pfizer/BioNTech,42399170
Ukraine,2021-07,Sinovac,38196728
Ukraine,2021-07,Moderna,2015701
Ukraine,2021-08,Johnson&Johnson,344665
Ukraine,2021-08,Moderna,30983183
Ukraine,2021-08,Oxford/AstraZeneca,52215366
Ukraine,2021-08,Pfizer/BioNTech,82549335
Ukraine,2021-08,Sinovac,67019989
Ukraine,2021-09,Johnson&Johnson,596296
Ukraine,2021-09,Moderna,60331919
Ukraine,2021-09,Oxford/AstraZeneca,59201517
Ukraine,2021-09,Pfizer/BioNTech,120334275
Ukraine,2021-09,Sinovac,92491144
Ukraine,2021-10,Johnson&Johnson,641080
Ukraine,2021-10,Moderna,66151892
Ukraine,2021-10,Oxford/AstraZeneca,79814616
Ukraine,2021-10,Pfizer/BioNTech,183355200
Ukraine,2021-10,Sinovac,128637750
Ukraine,2021-11,Johnson&Johnson,620400
Ukraine,2021-11,Moderna,65826580
Ukraine,2021-11,Oxford/AstraZeneca,104166650
Ukraine,2021-11,Pfizer/BioNTech,271351598
Ukraine,2021-11,Sinovac,201476967
Ukraine,2021-12,Johnson&Johnson,641080
Ukraine,2021-12,Moderna,80347214
Ukraine,2021-12,Oxford/AstraZeneca,120878254
Ukraine,2021-12,Pfizer/BioNTech,360567209
Ukraine,2021-12,Sinovac,273486364
Ukraine,2022-01,Johnson&Johnson,641080
Ukraine,2022-01,Moderna,88995356
Ukraine,2022-01,Oxford/AstraZeneca,124106142
Ukraine,2022-01,Pfizer/BioNTech,405113240
Ukraine,2022-01,Sinovac,292477910
Ukraine,2022-02,Johnson&Johnson,475640
Ukraine,2022-02,Moderna,69101513
Ukraine,2022-02,Oxford/AstraZeneca,92779987
Ukraine,2022-02,Pfizer/BioNTech,329343356
Ukraine,2022-02,Sinovac,223215695
